"","CaseChannel","CaseDepartment","CaseID","Activity","Resource","CompleteTimestamp","Month","Weekday"
"258","Desk","General","case-10199","T10 Determine necessity to stop indication","Resource13",2011-10-31 12:31:26.913,"10","1"
"259","Desk","General","case-10202","Confirmation of receipt","Resource23",2011-11-11 11:26:45.553,"11","5"
"260","Desk","General","case-10202","T02 Check confirmation of receipt","Resource23",2011-11-11 11:27:13.213,"11","5"
"261","Desk","General","case-10202","T04 Determine confirmation of receipt","Resource23",2011-11-11 11:27:35.312,"11","5"
"262","Desk","General","case-10202","T05 Print and send confirmation of receipt","Resource23",2011-11-11 11:28:32.859,"11","5"
"263","Desk","General","case-10202","T06 Determine necessity of stop advice","Resource23",2011-11-11 11:28:54.141,"11","5"
"264","Desk","General","case-10202","T10 Determine necessity to stop indication","Resource23",2011-11-11 11:29:22.728,"11","5"
"265","Internet","General","case-10210","Confirmation of receipt","admin2",2011-11-02 16:23:22.365,"11","3"
"266","Internet","General","case-10211","Confirmation of receipt","Resource03",2011-11-07 16:10:25.162,"11","1"
"267","Internet","General","case-10211","T02 Check confirmation of receipt","Resource03",2011-11-07 16:10:46.884,"11","1"
"268","Internet","General","case-10211","T04 Determine confirmation of receipt","Resource03",2011-11-07 16:11:03.116,"11","1"
"269","Internet","General","case-10211","T05 Print and send confirmation of receipt","Resource03",2011-11-07 16:11:17.467,"11","1"
"270","Internet","General","case-10211","T06 Determine necessity of stop advice","Resource03",2011-11-07 16:11:33.028,"11","1"
"271","Internet","General","case-10211","T10 Determine necessity to stop indication","Resource03",2011-11-07 16:11:56.02,"11","1"
"272","Internet","General","case-10218","Confirmation of receipt","Resource03",2011-11-07 16:38:30.783,"11","1"
"273","Internet","General","case-10218","T02 Check confirmation of receipt","Resource03",2011-11-07 16:39:57.124,"11","1"
"274","Internet","General","case-10218","T04 Determine confirmation of receipt","Resource03",2011-11-07 16:40:14.204,"11","1"
"275","Internet","General","case-10218","T05 Print and send confirmation of receipt","Resource03",2011-11-07 16:40:27.744,"11","1"
"276","Internet","General","case-10218","T06 Determine necessity of stop advice","Resource03",2011-11-07 16:40:42.92,"11","1"
"277","Internet","General","case-10218","T10 Determine necessity to stop indication","Resource03",2011-11-07 16:41:08.668,"11","1"
"278","Internet","General","case-10220","Confirmation of receipt","Resource03",2011-11-08 09:00:30.827,"11","2"
"279","Internet","General","case-10220","T02 Check confirmation of receipt","Resource03",2011-11-08 09:01:19.566,"11","2"
"280","Internet","General","case-10220","T04 Determine confirmation of receipt","Resource03",2011-11-08 09:01:39.235,"11","2"
"281","Internet","General","case-10220","T05 Print and send confirmation of receipt","Resource03",2011-11-08 09:01:56.265,"11","2"
"282","Internet","General","case-10220","T06 Determine necessity of stop advice","Resource03",2011-11-08 09:02:13.352,"11","2"
"283","Internet","General","case-10220","T10 Determine necessity to stop indication","Resource03",2011-11-08 09:02:42.865,"11","2"
"284","Internet","General","case-10221","Confirmation of receipt","Resource14",2011-11-29 12:27:58.006,"11","2"
"285","Internet","General","case-10221","T02 Check confirmation of receipt","Resource14",2011-11-29 12:29:42.082,"11","2"
"286","Internet","General","case-10221","T04 Determine confirmation of receipt","Resource14",2011-11-29 12:30:24.691,"11","2"
"287","Internet","General","case-10221","T05 Print and send confirmation of receipt","Resource14",2011-11-29 12:30:47.253,"11","2"
"288","Internet","General","case-10221","T06 Determine necessity of stop advice","Resource14",2011-11-29 12:41:42.876,"11","2"
"289","Internet","General","case-10221","T10 Determine necessity to stop indication","Resource14",2011-11-29 12:43:19.895,"11","2"
"290","Internet","General","case-10222","Confirmation of receipt","Resource22",2011-11-24 14:48:41.587,"11","4"
"291","Internet","General","case-10222","T02 Check confirmation of receipt","Resource22",2011-11-24 14:49:36.208,"11","4"
"292","Internet","General","case-10222","T04 Determine confirmation of receipt","Resource22",2011-11-24 14:50:25.478,"11","4"
"293","Internet","General","case-10222","T05 Print and send confirmation of receipt","Resource22",2011-11-24 14:51:41.327,"11","4"
"294","Internet","General","case-10222","T06 Determine necessity of stop advice","Resource22",2011-11-24 15:25:55.356,"11","4"
"295","Internet","General","case-10222","T10 Determine necessity to stop indication","Resource22",2011-11-24 15:27:02.129,"11","4"
"296","Internet","General","case-10223","Confirmation of receipt","Resource03",2011-11-08 09:18:47.312,"11","2"
"297","Internet","General","case-10223","T02 Check confirmation of receipt","Resource03",2011-11-08 09:20:22.751,"11","2"
"298","Internet","General","case-10223","T04 Determine confirmation of receipt","Resource03",2011-11-08 09:20:41.418,"11","2"
"299","Internet","General","case-10223","T05 Print and send confirmation of receipt","Resource03",2011-11-08 09:20:56.808,"11","2"
"300","Internet","General","case-10223","T06 Determine necessity of stop advice","Resource03",2011-11-08 09:21:16.142,"11","2"
"301","Internet","General","case-10223","T10 Determine necessity to stop indication","Resource03",2011-11-08 09:21:43.487,"11","2"
"302","Internet","General","case-10225","Confirmation of receipt","Resource14",2011-12-07 09:11:29.887,"12","3"
"303","Internet","General","case-10225","T06 Determine necessity of stop advice","Resource14",2011-12-07 10:01:02.208,"12","3"
"304","Internet","General","case-10225","T02 Check confirmation of receipt","Resource14",2011-12-07 10:04:22.794,"12","3"
"305","Internet","General","case-10225","T04 Determine confirmation of receipt","Resource14",2011-12-07 10:05:05.939,"12","3"
"306","Internet","General","case-10225","T05 Print and send confirmation of receipt","Resource14",2011-12-07 10:05:36.523,"12","3"
"307","Internet","General","case-10225","T10 Determine necessity to stop indication","Resource14",2011-12-07 10:16:31.803,"12","3"
"308","Internet","Customer contact","case-10228","Confirmation of receipt","admin2",2011-10-31 10:14:35.98,"10","1"
"309","Internet","General","case-10232","Confirmation of receipt","Resource16",2011-12-07 12:16:57.518,"12","3"
"310","Internet","General","case-10232","T02 Check confirmation of receipt","Resource16",2011-12-07 12:20:41.121,"12","3"
"311","Internet","General","case-10232","T04 Determine confirmation of receipt","Resource16",2011-12-07 12:21:05.443,"12","3"
"312","Internet","General","case-10232","T05 Print and send confirmation of receipt","Resource16",2011-12-07 12:21:28.467,"12","3"
"313","Internet","General","case-10232","T06 Determine necessity of stop advice","Resource16",2011-12-07 12:21:51.193,"12","3"
"314","Internet","General","case-10232","T10 Determine necessity to stop indication","Resource16",2011-12-07 12:22:21.436,"12","3"
"315","Internet","Customer contact","case-10244","Confirmation of receipt","admin2",2011-11-02 16:13:16.366,"11","3"
"316","Internet","General","case-10259","Confirmation of receipt","admin2",2011-12-07 14:16:30.384,"12","3"
"317","Internet","General","case-10263","Confirmation of receipt","Resource12",2011-11-18 14:15:19.355,"11","5"
"318","Internet","General","case-10263","T02 Check confirmation of receipt","Resource12",2011-11-18 14:15:51.435,"11","5"
"319","Internet","General","case-10263","T04 Determine confirmation of receipt","Resource12",2011-11-18 14:17:30.382,"11","5"
"320","Internet","General","case-10263","T06 Determine necessity of stop advice","Resource12",2011-11-29 14:23:32.99,"11","2"
"321","Internet","General","case-10263","T05 Print and send confirmation of receipt","Resource27",2011-11-30 12:02:03.222,"11","3"
"322","Internet","General","case-10266","Confirmation of receipt","admin2",2011-11-15 11:45:03.544,"11","2"
"323","Internet","General","case-10273","Confirmation of receipt","admin2",2011-12-09 10:19:25.642,"12","5"
"324","Internet","General","case-10284","Confirmation of receipt","Resource03",2011-11-09 10:10:47.105,"11","3"
"325","Internet","General","case-10284","T06 Determine necessity of stop advice","Resource03",2011-11-09 10:11:19.508,"11","3"
"326","Internet","General","case-10284","T02 Check confirmation of receipt","Resource03",2011-11-09 10:11:49.422,"11","3"
"327","Internet","General","case-10284","T04 Determine confirmation of receipt","Resource03",2011-11-09 10:12:31.413,"11","3"
"328","Internet","General","case-10284","T05 Print and send confirmation of receipt","Resource03",2011-11-09 10:17:20.992,"11","3"
"329","Internet","General","case-10284","T10 Determine necessity to stop indication","Resource03",2011-11-09 10:17:42.795,"11","3"
"330","Post","General","case-10286","Confirmation of receipt","Resource03",2011-11-09 09:19:20.905,"11","3"
"331","Post","General","case-10286","T02 Check confirmation of receipt","Resource03",2011-11-09 09:22:21.141,"11","3"
"332","Post","General","case-10286","T04 Determine confirmation of receipt","Resource03",2011-11-09 09:22:39.816,"11","3"
"333","Post","General","case-10286","T05 Print and send confirmation of receipt","Resource03",2011-11-09 09:22:57.042,"11","3"
"334","Post","General","case-10286","T06 Determine necessity of stop advice","Resource03",2011-11-09 09:23:13.487,"11","3"
"335","Post","General","case-10286","T10 Determine necessity to stop indication","Resource03",2011-11-09 09:31:00.488,"11","3"
"336","Internet","General","case-10287","Confirmation of receipt","Resource03",2011-11-09 10:36:08.748,"11","3"
"337","Internet","General","case-10287","T02 Check confirmation of receipt","Resource03",2011-11-09 10:36:27.973,"11","3"
"338","Internet","General","case-10287","T04 Determine confirmation of receipt","Resource03",2011-11-09 10:36:44.917,"11","3"
"339","Internet","General","case-10287","T05 Print and send confirmation of receipt","Resource03",2011-11-09 10:36:59.33,"11","3"
"340","Internet","General","case-10287","T06 Determine necessity of stop advice","Resource03",2011-11-09 10:37:15.027,"11","3"
"341","Internet","General","case-10287","T10 Determine necessity to stop indication","Resource03",2011-11-09 10:37:34.862,"11","3"
"342","Internet","General","case-10289","Confirmation of receipt","Resource06",2011-11-10 11:33:31.398,"11","4"
"343","Internet","General","case-10289","T02 Check confirmation of receipt","Resource06",2011-11-10 11:37:51.725,"11","4"
"344","Internet","General","case-10289","T04 Determine confirmation of receipt","Resource06",2011-11-10 11:38:11.514,"11","4"
"345","Internet","General","case-10289","T05 Print and send confirmation of receipt","Resource06",2011-11-10 11:38:30.166,"11","4"
"346","Internet","General","case-10289","T06 Determine necessity of stop advice","Resource06",2011-11-10 11:39:49.369,"11","4"
"347","Internet","General","case-10289","T10 Determine necessity to stop indication","Resource06",2011-11-10 11:40:42.373,"11","4"
"348","Internet","General","case-10291","Confirmation of receipt","admin2",2011-11-17 15:25:46.106,"11","4"
"349","Internet","General","case-10297","Confirmation of receipt","Resource21",2011-11-09 12:23:28.314,"11","3"
"350","Internet","General","case-10297","T02 Check confirmation of receipt","Resource21",2011-11-09 12:23:55.292,"11","3"
"351","Internet","General","case-10297","T04 Determine confirmation of receipt","Resource21",2011-11-09 12:24:19.85,"11","3"
"352","Internet","General","case-10297","T05 Print and send confirmation of receipt","Resource21",2011-11-09 12:24:37.827,"11","3"
"353","Internet","General","case-10297","T06 Determine necessity of stop advice","Resource21",2011-11-09 12:42:02.828,"11","3"
"354","Internet","General","case-10297","T10 Determine necessity to stop indication","Resource21",2011-11-09 12:42:35.139,"11","3"
"355","Internet","General","case-10299","Confirmation of receipt","Resource03",2011-11-09 11:01:38.475,"11","3"
"356","Internet","General","case-10299","T02 Check confirmation of receipt","Resource03",2011-11-09 11:01:59.252,"11","3"
"357","Internet","General","case-10299","T04 Determine confirmation of receipt","Resource03",2011-11-09 11:02:18.044,"11","3"
"358","Internet","General","case-10299","T05 Print and send confirmation of receipt","Resource03",2011-11-09 11:02:37.096,"11","3"
"359","Internet","General","case-10299","T06 Determine necessity of stop advice","Resource03",2011-11-09 11:03:10.328,"11","3"
"360","Internet","General","case-10299","T10 Determine necessity to stop indication","Resource03",2011-11-09 11:03:41.39,"11","3"
"361","Internet","General","case-10300","Confirmation of receipt","Resource03",2011-11-10 10:34:14.137,"11","4"
"362","Internet","General","case-10300","T02 Check confirmation of receipt","Resource03",2011-11-10 10:34:33.033,"11","4"
"363","Internet","General","case-10300","T04 Determine confirmation of receipt","Resource03",2011-11-10 10:34:50.827,"11","4"
"364","Internet","General","case-10300","T05 Print and send confirmation of receipt","Resource03",2011-11-10 10:35:08.823,"11","4"
